Stock,Position,User_count,Date,Last_updated
High Tide,88,18518.0,19/02/2021,2021-02-19 21:40:00
Peloton Interactive,89,18466.0,19/02/2021,2021-02-19 21:40:00
Sony,90,18430.0,19/02/2021,2021-02-19 15:40:00
Roku,91,18331.0,19/02/2021,2021-02-19 21:40:00
iShares Electric Vehicles and Driving Technology,92,18271.0,19/02/2021,2021-02-19 20:40:00
Moderna,93,18148.0,19/02/2021,2021-02-19 07:40:00
Visa,94,17971.0,19/02/2021,2021-02-19 21:40:00
Nike,95,17968.0,19/02/2021,2021-02-19 20:40:00
Nano Dimension,96,17827.0,19/02/2021,2021-02-19 21:40:00
Ameritek Ventures,97,17816.0,19/02/2021,2021-02-19 07:40:00
Mercado Libre,98,17590.0,19/02/2021,2021-02-19 15:40:00
Delta Air Lines,99,17432.0,19/02/2021,2021-02-19 15:40:00
Adobe Systems,100,17326.0,19/02/2021,2021-02-19 21:40:00
Tesla,1,186706.0,22/02/2021,2021-02-22 12:40:00
NIO Inc,2,134205.0,22/02/2021,2021-02-22 12:40:00
Apple,3,130913.0,22/02/2021,2021-02-22 14:40:00
Healthier Choices Management,4,93442.0,22/02/2021,2021-02-22 20:40:00
Amazon,5,92522.0,22/02/2021,2021-02-22 07:40:00
Rolls-Royce Holdings,6,62130.0,22/02/2021,2021-02-22 15:20:00
Palantir,7,61190.0,22/02/2021,2021-02-22 20:40:00
iShares Global Clean Energy,8,59585.0,22/02/2021,2021-02-22 08:40:00
BP PLC,9,57657.0,22/02/2021,2021-02-22 09:40:00
Vanguard S&P 500 ETF,10,55363.0,22/02/2021,2021-02-22 10:40:00
Microsoft,11,54835.0,22/02/2021,2021-02-22 15:20:00
easyJet,12,51650.0,22/02/2021,2021-02-22 08:40:00
GameStop,13,49699.0,22/02/2021,2021-02-22 15:20:00
AMC Entertainment Holdings,14,49443.0,22/02/2021,2021-02-22 07:40:00
Netflix,15,48519.0,22/02/2021,2021-02-22 12:40:00
Nvidia,16,48051.0,22/02/2021,2021-02-22 15:20:00
Alibaba,17,47058.0,22/02/2021,2021-02-22 12:40:00
Advanced Micro Devices,18,46954.0,22/02/2021,2021-02-22 14:40:00
Churchill Capital IV,19,41413.0,22/02/2021,2021-02-22 20:40:00
Alphabet Inc. Class A,20,41308.0,22/02/2021,2021-02-22 07:40:00
AT&T,21,38999.0,22/02/2021,2021-02-22 12:40:00
National Grid,22,38471.0,22/02/2021,2021-02-22 07:40:00
Sundial Growers,23,38267.0,22/02/2021,2021-02-22 07:40:00
Nokia ADR,24,37952.0,22/02/2021,2021-02-22 07:40:00
Alpine 4 Technologies,25,37804.0,22/02/2021,2021-02-22 14:40:00
Coca-Cola,26,37574.0,22/02/2021,2021-02-22 14:40:00
Facebook,27,36588.0,22/02/2021,2021-02-22 07:40:00
Square,28,36587.0,22/02/2021,2021-02-22 14:40:00
IAG SA,29,36160.0,22/02/2021,2021-02-22 18:40:00
Lloyds Banking Group,30,35988.0,22/02/2021,2021-02-22 08:40:00
PayPal,31,34932.0,22/02/2021,2021-02-22 15:20:00
Walt Disney,32,34760.0,22/02/2021,2021-02-22 14:40:00
Zomedica,33,34291.0,22/02/2021,2021-02-22 14:40:00
Argo Blockchain,34,33654.0,22/02/2021,2021-02-22 10:40:00
Aston Martin,35,33438.0,22/02/2021,2021-02-22 20:40:00
Pfizer,36,33349.0,22/02/2021,2021-02-22 08:40:00
Plug Power,37,32970.0,22/02/2021,2021-02-22 15:20:00
Virgin Galactic,38,32234.0,22/02/2021,2021-02-22 08:40:00
McDonald's,39,31829.0,22/02/2021,2021-02-22 15:20:00
BlackBerry,40,31730.0,22/02/2021,2021-02-22 07:40:00
American Battery Metals,41,31459.0,22/02/2021,2021-02-22 20:40:00
Johnson & Johnson,42,31397.0,22/02/2021,2021-02-22 15:20:00
Shopify,43,31085.0,22/02/2021,2021-02-22 14:40:00
AstraZeneca,44,30456.0,22/02/2021,2021-02-22 07:40:00
Barclays,45,30433.0,22/02/2021,2021-02-22 08:40:00
JPMorgan Chase,46,30072.0,22/02/2021,2021-02-22 14:40:00
BioNano,47,29284.0,22/02/2021,2021-02-22 14:40:00
Royal Dutch Shell,48,29205.0,22/02/2021,2021-02-22 10:40:00
Boeing,49,28183.0,22/02/2021,2021-02-22 19:40:00
Beyond Meat,50,27971.0,22/02/2021,2021-02-22 12:40:00
Cineworld Group,51,27813.0,22/02/2021,2021-02-22 17:40:00
Naked Brand,52,26303.0,22/02/2021,2021-02-22 07:40:00
General Electric,53,26117.0,22/02/2021,2021-02-22 12:40:00
Airbnb,54,26106.0,22/02/2021,2021-02-22 19:40:00
Galaxy Next Generation,55,25988.0,22/02/2021,2021-02-22 07:40:00
GlaxoSmithKline,56,25550.0,22/02/2021,2021-02-22 12:40:00
Realty Income,57,25524.0,22/02/2021,2021-02-22 12:40:00
Fiverr International,58,25012.0,22/02/2021,2021-02-22 12:40:00
Under Armour,59,24651.0,22/02/2021,2021-02-22 07:40:00
Zoom,60,24328.0,22/02/2021,2021-02-22 07:40:00
Tesco,61,23888.0,22/02/2021,2021-02-22 14:40:00
Etsy,62,23699.0,22/02/2021,2021-02-22 14:40:00
CloudCommerce,63,23690.0,22/02/2021,2021-02-22 20:40:00
3M,64,23195.0,22/02/2021,2021-02-22 12:40:00
Teladoc,65,23039.0,22/02/2021,2021-02-22 14:40:00
Cerebain Biotech,66,22934.0,22/02/2021,2021-02-22 07:40:00
IBM Corporation,67,22777.0,22/02/2021,2021-02-22 14:40:00
Salesforce,68,22721.0,22/02/2021,2021-02-22 14:40:00
Pinterest,69,22630.0,22/02/2021,2021-02-22 14:40:00
Fastly,70,22614.0,22/02/2021,2021-02-22 12:40:00
Walmart,71,22464.0,22/02/2021,2021-02-22 15:20:00
XPeng,72,22354.0,22/02/2021,2021-02-22 07:40:00
Nikola Corporation,73,22347.0,22/02/2021,2021-02-22 14:40:00
Procter & Gamble,74,22118.0,22/02/2021,2021-02-22 15:20:00
Vision Lithium,75,22076.0,22/02/2021,2021-02-22 12:40:00
Tilray,76,21811.0,22/02/2021,2021-02-22 07:40:00
PepsiCo,77,21043.0,22/02/2021,2021-02-22 15:20:00
FuelCell Energy,78,20714.0,22/02/2021,2021-02-22 15:40:00
Lemonade,79,20300.0,22/02/2021,2021-02-22 15:20:00
Uber Technologies,80,20236.0,22/02/2021,2021-02-22 12:40:00
Aurora Cannabis,81,20174.0,22/02/2021,2021-02-22 14:40:00
Unity Software,82,19888.0,22/02/2021,2021-02-22 15:20:00
Starbucks,83,19492.0,22/02/2021,2021-02-22 15:20:00
Cloudflare,84,19434.0,22/02/2021,2021-02-22 14:40:00
Wirecard,85,18654.0,22/02/2021,2021-02-22 07:40:00
High Tide,86,18650.0,22/02/2021,2021-02-22 20:40:00
Enphase Energy,87,18599.0,22/02/2021,2021-02-22 15:40:00
Twilio,88,18583.0,22/02/2021,2021-02-22 14:40:00
Peloton Interactive,89,18467.0,22/02/2021,2021-02-22 14:40:00
Sony,90,18396.0,22/02/2021,2021-02-22 14:40:00
Roku,91,18391.0,22/02/2021,2021-02-22 14:40:00
iShares Electric Vehicles and Driving Technology,92,18358.0,22/02/2021,2021-02-22 08:40:00
Moderna,93,18079.0,22/02/2021,2021-02-22 09:40:00
Visa,94,18021.0,22/02/2021,2021-02-22 14:40:00
Nike,95,17973.0,22/02/2021,2021-02-22 15:20:00
Nano Dimension,96,17834.0,22/02/2021,2021-02-22 14:40:00
Delta Air Lines,97,17575.0,22/02/2021,2021-02-22 19:40:00
Mercado Libre,98,17552.0,22/02/2021,2021-02-22 12:40:00
Adobe Systems,99,17346.0,22/02/2021,2021-02-22 15:20:00
Tesla,1,186535.0,23/02/2021,2021-02-23 21:20:00
NIO Inc,2,133891.0,23/02/2021,2021-02-23 21:20:00
Apple,3,130962.0,23/02/2021,2021-02-23 21:20:00
Healthier Choices Management,4,92261.0,23/02/2021,2021-02-23 21:20:00
Amazon,5,91804.0,23/02/2021,2021-02-23 21:20:00
Rolls-Royce Holdings,6,62562.0,23/02/2021,2021-02-23 21:20:00
Palantir,7,61805.0,23/02/2021,2021-02-23 21:20:00
iShares Global Clean Energy,8,58071.0,23/02/2021,2021-02-23 21:20:00
BP PLC,9,57493.0,23/02/2021,2021-02-23 21:20:00
Vanguard S&P 500 ETF,10,55023.0,23/02/2021,2021-02-23 21:20:00
Microsoft,11,54322.0,23/02/2021,2021-02-23 21:20:00
easyJet,12,53176.0,23/02/2021,2021-02-23 21:20:00
AMC Entertainment Holdings,13,49114.0,23/02/2021,2021-02-23 21:20:00
GameStop,14,49097.0,23/02/2021,2021-02-23 21:20:00
Netflix,15,47843.0,23/02/2021,2021-02-23 21:20:00
Nvidia,16,47473.0,23/02/2021,2021-02-23 21:20:00
Advanced Micro Devices,17,46447.0,23/02/2021,2021-02-23 21:20:00
Alibaba,18,46266.0,23/02/2021,2021-02-23 21:20:00
Churchill Capital IV,19,45032.0,23/02/2021,2021-02-23 21:20:00
Alphabet Inc. Class A,20,40519.0,23/02/2021,2021-02-23 21:20:00
AT&T,21,38658.0,23/02/2021,2021-02-23 21:20:00
National Grid,22,38343.0,23/02/2021,2021-02-23 21:20:00
IAG SA,23,37675.0,23/02/2021,2021-02-23 21:20:00
Coca-Cola,24,37246.0,23/02/2021,2021-02-23 21:20:00
Alpine 4 Technologies,25,37007.0,23/02/2021,2021-02-23 21:20:00
Sundial Growers,26,36887.0,23/02/2021,2021-02-23 21:20:00
Nokia ADR,27,36252.0,23/02/2021,2021-02-23 21:20:00
Facebook,28,36196.0,23/02/2021,2021-02-23 21:20:00
Square,29,36186.0,23/02/2021,2021-02-23 21:20:00
Lloyds Banking Group,30,35644.0,23/02/2021,2021-02-23 21:20:00
Walt Disney,31,34659.0,23/02/2021,2021-02-23 21:20:00
PayPal,32,34581.0,23/02/2021,2021-02-23 21:20:00
Aston Martin,33,33555.0,23/02/2021,2021-02-23 21:20:00
Zomedica,34,33380.0,23/02/2021,2021-02-23 21:20:00
Plug Power,35,32931.0,23/02/2021,2021-02-23 21:20:00
Pfizer,36,32901.0,23/02/2021,2021-02-23 21:20:00
Argo Blockchain,37,32513.0,23/02/2021,2021-02-23 21:20:00
McDonald's,38,31653.0,23/02/2021,2021-02-23 21:20:00
Virgin Galactic,39,31501.0,23/02/2021,2021-02-23 21:20:00
American Battery Metals,40,31239.0,23/02/2021,2021-02-23 21:20:00
Johnson & Johnson,41,31218.0,23/02/2021,2021-02-23 21:20:00
Shopify,42,30793.0,23/02/2021,2021-02-23 21:20:00
BlackBerry,43,30504.0,23/02/2021,2021-02-23 21:20:00
Barclays,44,30082.0,23/02/2021,2021-02-23 21:20:00
AstraZeneca,45,30053.0,23/02/2021,2021-02-23 21:20:00
JPMorgan Chase,46,29805.0,23/02/2021,2021-02-23 21:20:00
BioNano,47,29077.0,23/02/2021,2021-02-23 21:20:00
Royal Dutch Shell,48,28941.0,23/02/2021,2021-02-23 21:20:00
Cineworld Group,49,28635.0,23/02/2021,2021-02-23 21:20:00
Boeing,50,28256.0,23/02/2021,2021-02-23 21:20:00
Beyond Meat,51,27700.0,23/02/2021,2021-02-23 21:20:00
Airbnb,52,26249.0,23/02/2021,2021-02-23 21:20:00
General Electric,53,25652.0,23/02/2021,2021-02-23 21:20:00
Naked Brand,54,25509.0,23/02/2021,2021-02-23 21:20:00
GlaxoSmithKline,55,25502.0,23/02/2021,2021-02-23 21:20:00
Realty Income,56,25391.0,23/02/2021,2021-02-23 21:20:00
Fiverr International,57,24667.0,23/02/2021,2021-02-23 21:20:00
Galaxy Next Generation,58,24520.0,23/02/2021,2021-02-23 21:20:00
Under Armour,59,24438.0,23/02/2021,2021-02-23 21:20:00
Tesco,60,23838.0,23/02/2021,2021-02-23 21:20:00
Zoom,61,23831.0,23/02/2021,2021-02-23 21:20:00
Etsy,62,23390.0,23/02/2021,2021-02-23 21:20:00
CloudCommerce,63,23202.0,23/02/2021,2021-02-23 21:20:00
3M,64,23075.0,23/02/2021,2021-02-23 21:20:00
Teladoc,65,22743.0,23/02/2021,2021-02-23 21:20:00
IBM Corporation,66,22628.0,23/02/2021,2021-02-23 21:20:00
Walmart,67,22378.0,23/02/2021,2021-02-23 21:20:00
Fastly,68,22341.0,23/02/2021,2021-02-23 21:20:00
XPeng,69,22318.0,23/02/2021,2021-02-23 21:20:00
Pinterest,70,22295.0,23/02/2021,2021-02-23 21:20:00
Salesforce,71,22243.0,23/02/2021,2021-02-23 21:20:00
Nikola Corporation,72,22093.0,23/02/2021,2021-02-23 21:20:00
Procter & Gamble,73,22046.0,23/02/2021,2021-02-23 21:20:00
Cerebain Biotech,74,21651.0,23/02/2021,2021-02-23 21:20:00
Tilray,75,21166.0,23/02/2021,2021-02-23 21:20:00
PepsiCo,76,21034.0,23/02/2021,2021-02-23 21:20:00
Vision Lithium,77,20453.0,23/02/2021,2021-02-23 21:20:00
FuelCell Energy,78,20405.0,23/02/2021,2021-02-23 21:20:00
Lemonade,79,20121.0,23/02/2021,2021-02-23 21:20:00
Uber Technologies,80,19924.0,23/02/2021,2021-02-23 21:20:00
Aurora Cannabis,81,19805.0,23/02/2021,2021-02-23 21:20:00
Unity Software,82,19640.0,23/02/2021,2021-02-23 21:20:00
Starbucks,83,19417.0,23/02/2021,2021-02-23 21:20:00
Cloudflare,84,19153.0,23/02/2021,2021-02-23 21:20:00
Wirecard,85,18471.0,23/02/2021,2021-02-23 21:20:00
Enphase Energy,86,18356.0,23/02/2021,2021-02-23 21:20:00
High Tide,87,18275.0,23/02/2021,2021-02-23 21:20:00
Twilio,88,18268.0,23/02/2021,2021-02-23 21:20:00
Peloton Interactive,89,18140.0,23/02/2021,2021-02-23 21:20:00
Sony,90,18046.0,23/02/2021,2021-02-23 21:20:00
Roku,91,18019.0,23/02/2021,2021-02-23 21:20:00
Nike,92,17903.0,23/02/2021,2021-02-23 21:20:00
iShares Electric Vehicles and Driving Technology,93,17862.0,23/02/2021,2021-02-23 21:20:00
Visa,94,17743.0,23/02/2021,2021-02-23 21:20:00
Nano Dimension,95,17700.0,23/02/2021,2021-02-23 21:20:00
Delta Air Lines,96,17636.0,23/02/2021,2021-02-23 21:20:00
Moderna,97,17611.0,23/02/2021,2021-02-23 21:20:00
Mercado Libre,98,17260.0,23/02/2021,2021-02-23 21:20:00
Adobe Systems,99,17146.0,23/02/2021,2021-02-23 21:20:00
Tesla,1,188898.0,24/02/2021,2021-02-24 08:00:00
NIO Inc,2,134659.0,24/02/2021,2021-02-24 08:00:00
Apple,3,131592.0,24/02/2021,2021-02-24 08:00:00
Healthier Choices Management,4,92124.0,24/02/2021,2021-02-24 08:00:00
Amazon,5,92015.0,24/02/2021,2021-02-24 08:00:00
Rolls-Royce Holdings,6,63109.0,24/02/2021,2021-02-24 08:00:00
Palantir,7,62246.0,24/02/2021,2021-02-24 08:00:00
iShares Global Clean Energy,8,58563.0,24/02/2021,2021-02-24 08:00:00
BP PLC,9,57392.0,24/02/2021,2021-02-24 08:00:00
Vanguard S&P 500 ETF,10,55361.0,24/02/2021,2021-02-24 08:00:00
Microsoft,11,54557.0,24/02/2021,2021-02-24 08:00:00
easyJet,12,54162.0,24/02/2021,2021-02-24 08:00:00
GameStop,13,53163.0,24/02/2021,2021-02-24 08:00:00
AMC Entertainment Holdings,14,49934.0,24/02/2021,2021-02-24 08:00:00
Nvidia,15,47805.0,24/02/2021,2021-02-24 08:00:00
Netflix,16,47712.0,24/02/2021,2021-02-24 08:00:00
Advanced Micro Devices,17,46659.0,24/02/2021,2021-02-24 08:00:00
Alibaba,18,46354.0,24/02/2021,2021-02-24 08:00:00
Churchill Capital IV,19,44652.0,24/02/2021,2021-02-24 08:00:00
Alphabet Inc. Class A,20,40668.0,24/02/2021,2021-02-24 08:00:00
AT&T,21,38772.0,24/02/2021,2021-02-24 08:00:00
IAG SA,22,38578.0,24/02/2021,2021-02-24 08:00:00
National Grid,23,38286.0,24/02/2021,2021-02-24 08:00:00
Coca-Cola,24,37293.0,24/02/2021,2021-02-24 08:00:00
Alpine 4 Technologies,25,37274.0,24/02/2021,2021-02-24 08:00:00
Sundial Growers,26,37036.0,24/02/2021,2021-02-24 08:00:00
Square,27,36767.0,24/02/2021,2021-02-24 08:00:00
Facebook,28,36233.0,24/02/2021,2021-02-24 08:00:00
Nokia ADR,29,36001.0,24/02/2021,2021-02-24 08:00:00
Lloyds Banking Group,30,35800.0,24/02/2021,2021-02-24 08:00:00
Walt Disney,31,34939.0,24/02/2021,2021-02-24 08:00:00
PayPal,32,34901.0,24/02/2021,2021-02-24 08:00:00
Aston Martin,33,33561.0,24/02/2021,2021-02-24 08:00:00
Zomedica,34,33545.0,24/02/2021,2021-02-24 08:00:00
Plug Power,35,33505.0,24/02/2021,2021-02-24 08:00:00
Argo Blockchain,36,33241.0,24/02/2021,2021-02-24 08:00:00
Pfizer,37,32809.0,24/02/2021,2021-02-24 08:00:00
American Battery Metals,38,31871.0,24/02/2021,2021-02-24 08:00:00
McDonald's,39,31739.0,24/02/2021,2021-02-24 08:00:00
Virgin Galactic,40,31600.0,24/02/2021,2021-02-24 08:00:00
Johnson & Johnson,41,31580.0,24/02/2021,2021-02-24 08:00:00
Shopify,42,31021.0,24/02/2021,2021-02-24 08:00:00
BlackBerry,43,30324.0,24/02/2021,2021-02-24 08:00:00
Barclays,44,30071.0,24/02/2021,2021-02-24 08:00:00
JPMorgan Chase,45,29974.0,24/02/2021,2021-02-24 08:00:00
AstraZeneca,46,29939.0,24/02/2021,2021-02-24 08:00:00
BioNano,47,29500.0,24/02/2021,2021-02-24 08:00:00
Cineworld Group,48,29001.0,24/02/2021,2021-02-24 08:00:00
Royal Dutch Shell,49,28839.0,24/02/2021,2021-02-24 08:00:00
Boeing,50,28320.0,24/02/2021,2021-02-24 08:00:00
Beyond Meat,51,27821.0,24/02/2021,2021-02-24 08:00:00
Airbnb,52,26429.0,24/02/2021,2021-02-24 08:00:00
Naked Brand,53,26039.0,24/02/2021,2021-02-24 08:00:00
General Electric,54,25607.0,24/02/2021,2021-02-24 08:00:00
GlaxoSmithKline,55,25565.0,24/02/2021,2021-02-24 08:00:00
Realty Income,56,25481.0,24/02/2021,2021-02-24 08:00:00
Fiverr International,57,24787.0,24/02/2021,2021-02-24 08:00:00
Under Armour,58,24380.0,24/02/2021,2021-02-24 08:00:00
Galaxy Next Generation,59,24220.0,24/02/2021,2021-02-24 08:00:00
Tesco,60,24119.0,24/02/2021,2021-02-24 08:00:00
Zoom,61,23827.0,24/02/2021,2021-02-24 08:00:00
Etsy,62,23514.0,24/02/2021,2021-02-24 08:00:00
3M,63,23198.0,24/02/2021,2021-02-24 08:00:00
CloudCommerce,64,22967.0,24/02/2021,2021-02-24 08:00:00
Teladoc,65,22909.0,24/02/2021,2021-02-24 08:00:00
IBM Corporation,66,22674.0,24/02/2021,2021-02-24 08:00:00
Walmart,67,22586.0,24/02/2021,2021-02-24 08:00:00
Fastly,68,22483.0,24/02/2021,2021-02-24 08:00:00
XPeng,69,22465.0,24/02/2021,2021-02-24 08:00:00
Pinterest,70,22425.0,24/02/2021,2021-02-24 08:00:00
Salesforce,71,22326.0,24/02/2021,2021-02-24 08:00:00
Procter & Gamble,72,22178.0,24/02/2021,2021-02-24 08:00:00
Nikola Corporation,73,22108.0,24/02/2021,2021-02-24 08:00:00
Cerebain Biotech,74,21461.0,24/02/2021,2021-02-24 08:00:00
Tilray,75,21231.0,24/02/2021,2021-02-24 08:00:00
PepsiCo,76,21170.0,24/02/2021,2021-02-24 08:00:00
FuelCell Energy,77,20637.0,24/02/2021,2021-02-24 08:00:00
Lemonade,78,20245.0,24/02/2021,2021-02-24 08:00:00
Uber Technologies,79,20085.0,24/02/2021,2021-02-24 08:00:00
Vision Lithium,80,20020.0,24/02/2021,2021-02-24 08:00:00
Aurora Cannabis,81,19863.0,24/02/2021,2021-02-24 08:00:00
Unity Software,82,19822.0,24/02/2021,2021-02-24 08:00:00
Starbucks,83,19494.0,24/02/2021,2021-02-24 08:00:00
Cloudflare,84,19267.0,24/02/2021,2021-02-24 08:00:00
Enphase Energy,85,18526.0,24/02/2021,2021-02-24 08:00:00
High Tide,86,18450.0,24/02/2021,2021-02-24 08:00:00
Wirecard,87,18423.0,24/02/2021,2021-02-24 08:00:00
Twilio,88,18395.0,24/02/2021,2021-02-24 08:00:00
Peloton Interactive,89,18236.0,24/02/2021,2021-02-24 08:00:00
Sony,90,18138.0,24/02/2021,2021-02-24 08:00:00
Roku,91,18089.0,24/02/2021,2021-02-24 08:00:00
Nike,92,17971.0,24/02/2021,2021-02-24 08:00:00
iShares Electric Vehicles and Driving Technology,93,17934.0,24/02/2021,2021-02-24 08:00:00
Nano Dimension,94,17879.0,24/02/2021,2021-02-24 08:00:00
Delta Air Lines,95,17799.0,24/02/2021,2021-02-24 08:00:00
Visa,96,17702.0,24/02/2021,2021-02-24 08:00:00
Moderna,97,17668.0,24/02/2021,2021-02-24 08:00:00
Mercado Libre,98,17355.0,24/02/2021,2021-02-24 08:00:00
Adobe Systems,99,17252.0,24/02/2021,2021-02-24 08:00:00
Tesla,1,190036.0,26/02/2021,2021-02-26 21:20:00
NIO Inc,2,135353.0,26/02/2021,2021-02-26 21:20:00
Apple,3,132464.0,26/02/2021,2021-02-26 21:20:00
Amazon,4,92420.0,26/02/2021,2021-02-26 21:20:00
Healthier Choices Management,5,91414.0,26/02/2021,2021-02-26 21:20:00
Rolls-Royce Holdings,6,64121.0,26/02/2021,2021-02-26 21:20:00
Palantir,7,64100.0,26/02/2021,2021-02-26 21:20:00
iShares Global Clean Energy,8,58664.0,26/02/2021,2021-02-26 21:20:00
GameStop,9,57700.0,26/02/2021,2021-02-26 21:20:00
BP PLC,10,57253.0,26/02/2021,2021-02-26 21:20:00
Vanguard S&P 500 ETF,11,55569.0,26/02/2021,2021-02-26 21:20:00
easyJet,12,55015.0,26/02/2021,2021-02-26 21:20:00
Microsoft,13,54721.0,26/02/2021,2021-02-26 21:20:00
AMC Entertainment Holdings,14,50410.0,26/02/2021,2021-02-26 21:20:00
Nvidia,15,48387.0,26/02/2021,2021-02-26 21:20:00
Netflix,16,47461.0,26/02/2021,2021-02-26 21:20:00
Advanced Micro Devices,17,46626.0,26/02/2021,2021-02-26 21:20:00
Alibaba,18,46261.0,26/02/2021,2021-02-26 21:20:00
Churchill Capital IV,19,46153.0,26/02/2021,2021-02-26 21:20:00
Alphabet Inc. Class A,20,40714.0,26/02/2021,2021-02-26 21:20:00
IAG SA,21,40153.0,26/02/2021,2021-02-26 21:20:00
AT&T,22,39164.0,26/02/2021,2021-02-26 21:20:00
National Grid,23,38218.0,26/02/2021,2021-02-26 21:20:00
Coca-Cola,24,37424.0,26/02/2021,2021-02-26 21:20:00
Alpine 4 Technologies,25,37197.0,26/02/2021,2021-02-26 21:20:00
Square,26,37187.0,26/02/2021,2021-02-26 21:20:00
Sundial Growers,27,36615.0,26/02/2021,2021-02-26 21:20:00
Facebook,28,36274.0,26/02/2021,2021-02-26 21:20:00
Lloyds Banking Group,29,35964.0,26/02/2021,2021-02-26 21:20:00
Nokia ADR,30,35432.0,26/02/2021,2021-02-26 21:20:00
PayPal,31,35298.0,26/02/2021,2021-02-26 21:20:00
Walt Disney,32,35232.0,26/02/2021,2021-02-26 21:20:00
Aston Martin,33,33737.0,26/02/2021,2021-02-26 21:20:00
Plug Power,34,33497.0,26/02/2021,2021-02-26 21:20:00
Zomedica,35,33441.0,26/02/2021,2021-02-26 21:20:00
Argo Blockchain,36,32914.0,26/02/2021,2021-02-26 21:20:00
Pfizer,37,32720.0,26/02/2021,2021-02-26 21:20:00
Johnson & Johnson,38,32036.0,26/02/2021,2021-02-26 21:20:00
McDonald's,39,32034.0,26/02/2021,2021-02-26 21:20:00
American Battery Metals,40,31893.0,26/02/2021,2021-02-26 21:20:00
Virgin Galactic,41,31860.0,26/02/2021,2021-02-26 21:20:00
Shopify,42,31120.0,26/02/2021,2021-02-26 21:20:00
JPMorgan Chase,43,30212.0,26/02/2021,2021-02-26 21:20:00
Barclays,44,29953.0,26/02/2021,2021-02-26 21:20:00
AstraZeneca,45,29804.0,26/02/2021,2021-02-26 21:20:00
BlackBerry,46,29764.0,26/02/2021,2021-02-26 21:20:00
Cineworld Group,47,29676.0,26/02/2021,2021-02-26 21:20:00
BioNano,48,29572.0,26/02/2021,2021-02-26 21:20:00
Royal Dutch Shell,49,28825.0,26/02/2021,2021-02-26 21:20:00
Boeing,50,28569.0,26/02/2021,2021-02-26 21:20:00
Beyond Meat,51,28555.0,26/02/2021,2021-02-26 21:20:00
Airbnb,52,26966.0,26/02/2021,2021-02-26 21:20:00
Realty Income,53,25696.0,26/02/2021,2021-02-26 21:20:00
GlaxoSmithKline,54,25656.0,26/02/2021,2021-02-26 21:20:00
Naked Brand,55,25645.0,26/02/2021,2021-02-26 21:20:00
General Electric,56,25401.0,26/02/2021,2021-02-26 21:20:00
Fiverr International,57,24792.0,26/02/2021,2021-02-26 21:20:00
Tesco,58,24426.0,26/02/2021,2021-02-26 21:20:00
Under Armour,59,24276.0,26/02/2021,2021-02-26 21:20:00
Zoom,60,23734.0,26/02/2021,2021-02-26 21:20:00
Etsy,61,23498.0,26/02/2021,2021-02-26 21:20:00
Galaxy Next Generation,62,23436.0,26/02/2021,2021-02-26 21:20:00
3M,63,23426.0,26/02/2021,2021-02-26 21:20:00
Teladoc,64,23244.0,26/02/2021,2021-02-26 21:20:00
Walmart,65,22903.0,26/02/2021,2021-02-26 21:20:00
IBM Corporation,66,22801.0,26/02/2021,2021-02-26 21:20:00
XPeng,67,22569.0,26/02/2021,2021-02-26 21:20:00
Salesforce,68,22520.0,26/02/2021,2021-02-26 21:20:00
Procter & Gamble,69,22482.0,26/02/2021,2021-02-26 21:20:00
Fastly,70,22457.0,26/02/2021,2021-02-26 21:20:00
CloudCommerce,71,22398.0,26/02/2021,2021-02-26 21:20:00
Pinterest,72,22397.0,26/02/2021,2021-02-26 21:20:00
Nikola Corporation,73,22321.0,26/02/2021,2021-02-26 21:20:00
PepsiCo,74,21555.0,26/02/2021,2021-02-26 21:20:00
Tilray,75,21038.0,26/02/2021,2021-02-26 21:20:00
Cerebain Biotech,76,20916.0,26/02/2021,2021-02-26 21:20:00
FuelCell Energy,77,20522.0,26/02/2021,2021-02-26 21:20:00
Uber Technologies,78,20327.0,26/02/2021,2021-02-26 21:20:00
Lemonade,79,20261.0,26/02/2021,2021-02-26 21:20:00
Unity Software,80,19824.0,26/02/2021,2021-02-26 21:20:00
Aurora Cannabis,81,19809.0,26/02/2021,2021-02-26 21:20:00
Starbucks,82,19673.0,26/02/2021,2021-02-26 21:20:00
Vision Lithium,83,19355.0,26/02/2021,2021-02-26 21:20:00
Cloudflare,84,19307.0,26/02/2021,2021-02-26 21:20:00
Enphase Energy,85,18527.0,26/02/2021,2021-02-26 21:20:00
Twilio,86,18436.0,26/02/2021,2021-02-26 21:20:00
Wirecard,87,18349.0,26/02/2021,2021-02-26 21:20:00
Peloton Interactive,88,18289.0,26/02/2021,2021-02-26 21:20:00
High Tide,89,18265.0,26/02/2021,2021-02-26 21:20:00
Sony,90,18101.0,26/02/2021,2021-02-26 21:20:00
Roku,91,18093.0,26/02/2021,2021-02-26 21:20:00
Nike,92,18024.0,26/02/2021,2021-02-26 21:20:00
iShares Electric Vehicles and Driving Technology,93,17997.0,26/02/2021,2021-02-26 21:20:00
Nano Dimension,94,17974.0,26/02/2021,2021-02-26 21:20:00
Delta Air Lines,95,17844.0,26/02/2021,2021-02-26 21:20:00
Visa,96,17754.0,26/02/2021,2021-02-26 21:20:00
Moderna,97,17644.0,26/02/2021,2021-02-26 21:20:00
Mercado Libre,98,17329.0,26/02/2021,2021-02-26 21:20:00
